Sample in Buffer,Sample in Window,TRIGGER,main_level/cc_block_inst/Channel_Y_CC_AXI_Master/s_axis_data_tdata[31:0],main_level/cc_block_inst/Channel_X_CC_AXI_Master/s_axis_data_tdata[31:0],main_level/cmd/COMM_READ_CONT_inst/current_state[3:0],main_level/trigger_fft_inst/TRIGGER_DETECT_inst/FFT_index[7:0],main_level/trigger_fft_inst/TRIGGER_DETECT_inst/val_to_compare[15:0],main_level/ADC_Channel_1[9:0],main_level/data_ready,main_level/trigger_fft_inst/fft_m_axis_data_tvalid,main_level/cmd/COMM_READ_CONT_inst/Rx_Ready,main_level/cmd/Timeout,main_level/trigger_fft_inst/TRIGGER_DETECT_inst/Trigger,main_level/cc_block_inst/Channel_X_CC_AXI_Master/s_axis_data_tvalid,main_level/cc_block_inst/Channel_Y_CC_AXI_Master/s_axis_data_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
948,948,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
949,949,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
950,950,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
951,951,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
952,952,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
953,953,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
954,954,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
955,955,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
956,956,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
957,957,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
958,958,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
959,959,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
960,960,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
961,961,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
962,962,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
963,963,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
964,964,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
965,965,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
966,966,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
967,967,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
968,968,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
969,969,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
970,970,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
971,971,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
972,972,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
973,973,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
974,974,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
975,975,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
976,976,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
977,977,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
978,978,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
979,979,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
980,980,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
981,981,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
982,982,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
983,983,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
984,984,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
985,985,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
986,986,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
987,987,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
988,988,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
989,989,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
990,990,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
991,991,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
992,992,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
993,993,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
994,994,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
995,995,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
996,996,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
997,997,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
998,998,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
999,999,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1000,1000,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1001,1001,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1002,1002,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1003,1003,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1004,1004,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1005,1005,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1006,1006,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1007,1007,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1008,1008,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1009,1009,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1010,1010,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1011,1011,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1012,1012,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1013,1013,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1014,1014,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1015,1015,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1016,1016,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1017,1017,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1018,1018,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1019,1019,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1020,1020,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1021,1021,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1022,1022,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
1023,1023,0,00000200,00000200,0,48,22,988,0,0,0,0,0,0,0
